bourbon,10,1,0,0,0,0,0
buck hunter,10,1,1,0,0,0,0
cheap,10,0,0,1,1,0,0
coffee,10,0,0,1,0,0,0
football,10,1,2,0,0,0,0
hotel,10,0,0,0,0,2,1
playground,10,0,0,0,0,0,0
time out new york,10,0,0,0,0,0,0
ty ku,10,0,0,0,0,0,0
board games,9,0,0,1,1,0,0
bon appetit mag,9,0,0,0,0,0,0
drink specials,9,1,0,0,1,0,0
french,9,0,0,0,0,0,0
late night,9,0,0,0,1,1,1
lower east side,9,0,0,1,1,1,1
party,9,1,0,0,0,1,1
top chef,9,0,0,0,0,0,0
booze,8,0,0,0,0,0,0
bottle service,8,0,0,0,0,2,1
breakfast,8,0,0,0,0,0,0
burger,8,0,0,0,0,0,0
chelsea,8,0,0,0,0,0,0
dance,8,0,0,0,0,1,3
discotheque,8,0,0,0,0,1,2
dog friendly,8,0,0,0,0,0,0
dog run,8,0,0,0,0,0,0
east village,8,0,0,1,1,0,0
fries,8,0,0,0,0,0,0
guinness,8,1,1,0,0,0,0
gym,8,0,0,0,0,0,0
liquor,8,0,0,0,0,0,0
margaritas,8,0,0,0,0,0,0
mtv,8,0,0,0,0,0,0
nightlife,8,0,0,0,0,0,0
oysters,8,0,0,0,0,0,0
sliders,8,1,1,0,0,0,0
tapas,8,0,0,0,0,1,0
thrillist,8,0,0,0,0,0,0
wine bar,8,0,0,0,0,1,1
worldcup,8,1,2,0,0,0,0
zagat,8,0,0,0,0,0,0
6 nations,7,0,0,0,0,0,0
absinthe,7,0,0,0,0,1,1
after work,7,1,0,0,0,0,0
art,7,0,0,0,0,1,0
bingo,7,0,0,0,0,0,0
blackbook,7,0,0,0,0,0,0
cupcake,7,0,0,0,0,0,0
foosball,7,1,1,0,0,0,0
frat,7,2,1,0,0,0,0
games,7,1,1,0,0,0,0
garden,7,0,0,0,0,0,0
gossipgirl,7,0,0,0,0,2,0
mixology,7,0,0,0,0,0,0
new york,7,0,0,0,0,0,0
nymag,7,0,0,0,0,0,0
pub food,7,1,1,0,0,0,0
speakeasy,7,0,0,0,0,2,0
tater tots,7,0,0,0,0,0,0
wifi,7,0,0,0,0,0,0
williamsburg,7,0,0,2,1,0,0
cash only,6,0,0,1,2,0,0
comedy,6,0,0,0,0,0,0
foodie,6,0,0,0,0,0,0
ifc,6,0,0,0,0,0,0
outdoor,6,0,0,0,0,0,0
park,6,0,0,0,0,0,0
popcorn,6,0,0,0,0,0,0
private parties,6,0,0,0,0,2,0
six nations,6,0,0,0,0,0,0
skeeball,6,1,1,0,0,0,0
steak,6,0,0,0,0,0,0
strip club,6,2,0,0,0,0,0
sushi,6,0,0,0,0,1,0
trivia night,6,1,1,0,0,0,0
tv,6,0,0,0,0,0,0
wsj urban adventurer,6,0,0,0,0,0,0
bistro,5,0,0,0,0,0,0
bowling,5,1,1,0,0,0,0
burlesque,5,0,0,0,0,0,0
celebrities,5,0,0,0,0,2,0
coffee shop,5,0,0,1,0,0,0
college bar,5,2,1,0,0,0,0
concert hall,5,0,0,0,0,0,0
djs,5,0,0,0,0,0,2
dogs,5,0,0,0,0,0,0
draft beer,5,1,1,1,1,0,0
food truck,5,0,0,0,0,0,0
fraternity,5,2,1,0,0,0,0
fun,5,0,0,0,0,0,0
gastropub,5,0,0,0,0,0,0
great food,5,0,0,0,0,0,0
hot bartenders,5,0,0,0,0,0,0
house music,5,0,0,0,0,0,2
jazz,5,0,0,0,0,0,1
mac and cheese,5,0,0,0,0,0,0
martini,5,0,0,0,0,1,1
megatouch,5,0,0,0,0,0,0
michelin star,5,1,1,1,1,0,0
outdoor patio,5,0,0,0,0,0,0
ping pong,5,0,0,0,0,0,0
roof deck,5,0,0,0,0,1,0
sandwiches,5,0,0,0,0,0,0
scotch,5,1,0,0,0,1,0
singles,5,0,0,0,0,0,0
tech hangout,5,0,0,1,1,0,0
timeout,5,0,0,0,0,0,0
video games,5,0,0,1,0,0,0
arcade,4,0,0,0,0,0,0
art gallery,4,0,0,0,0,1,0
awesome,4,0,0,0,0,0,0
baseball,4,1,1,0,0,0,0
beer garden,4,1,1,0,0,1,0
beer specials,4,1,0,1,1,0,0
billiards,4,1,1,1,1,0,0
bon appetit,4,0,0,0,0,0,0
boroughs,4,0,0,0,0,0,0
boutique,4,0,0,0,0,0,0
bowling alley,4,0,0,0,0,0,0
brooklyn museum,4,0,0,0,0,0,0
cnn,4,0,0,0,0,0,0
cocktail,4,0,0,0,0,1,1
comfort food,4,0,0,0,0,0,0
concert,4,0,0,0,0,0,0
delivery,4,0,0,0,0,0,0
douchbags,4,2,1,0,0,0,0
event space,4,0,0,0,0,0,0
farmer's market,4,0,0,0,0,0,0
flavorpill 50,4,0,0,0,0,0,0
free pizza,4,0,0,0,0,0,0
golden tee,4,0,0,0,0,0,0
good beer seal,4,0,0,0,0,0,0
hell's kitchen,4,0,0,0,0,0,0
hip-hop,4,0,0,0,0,0,1
hookah,4,0,0,0,0,0,0
hot dogs,4,0,0,0,0,0,0
japanese,4,0,0,0,0,0,0
logotv,4,0,0,0,0,0,0
meatpacking district,4,0,0,0,0,2,1
neighborhood,4,0,0,0,0,0,0
nyu,4,1,0,0,0,0,0
oktoberfest,4,1,0,0,0,0,0
outdoors,4,0,0,0,0,0,0
park slope,4,0,0,1,0,0,0
place-based social media,4,0,0,0,0,0,0
red bull,4,0,0,0,0,0,1
redbull,4,0,0,0,0,0,1
rooftop bar,4,0,0,0,0,1,0
seafood,4,0,0,0,0,0,0
shots,4,1,0,0,0,1,1
smoking,4,0,0,0,0,0,0
take-out,4,0,0,0,0,0,0
tavern,4,0,0,0,0,0,0
tiki,4,0,0,0,0,0,0
time out,4,0,0,0,0,0,0
times square,4,0,0,0,0,0,0
tourists,4,0,0,0,0,0,0
tvs,4,1,0,0,0,0,0
venue,4,0,0,0,0,0,0
wii,4,0,0,0,0,0,0
wsj,4,0,0,0,0,0,0
zombies,4,0,0,0,0,0,2
2 floors,3,0,0,0,0,0,0
2 for 1,3,0,0,0,0,0,0
4sqday,3,0,0,0,0,0,0
bakery,3,0,0,0,0,0,0
bands,3,0,0,0,0,0,1
barbeque,3,0,0,0,0,0,0
basement,3,0,0,0,1,1,1
beer bar,3,1,0,1,0,0,0
belgian,3,0,0,0,0,0,0
belgian beer,3,0,0,0,0,0,0
bloody marys,3,0,0,0,0,0,0
brewpub,3,0,0,0,0,0,0
broadway,3,0,0,0,0,0,0
buckhunter,3,1,1,0,0,0,0
cafe,3,0,0,0,0,0,0
cask ale,3,0,0,0,0,0,0
cheese,3,0,0,0,0,0,0
chicken,3,0,0,0,0,0,0
clued,3,0,0,0,0,0,0
cocktail bar,3,0,0,0,0,1,0
college basketball,3,0,0,0,0,0,0
dance party,3,0,0,0,0,0,2
dessert,3,0,0,0,0,0,0
deviled eggs,3,0,0,0,0,0,0
diner,3,0,0,0,0,0,0
douchbag,3,2,1,0,0,0,0
douche,3,1,0,0,0,0,0
douche bag,3,1,0,0,0,0,0
drag,3,0,0,0,0,0,0
drag shows,3,0,0,0,0,0,0
electronic music,3,0,0,0,0,0,1
expensive,3,0,0,0,0,1,0
food court,3,0,0,0,0,0,0
free wifi,3,0,0,0,0,0,0
fried chicken,3,0,0,0,0,0,0
friendly,3,0,0,0,0,0,0
friendly staff,3,0,0,0,0,0,0
frites,3,0,0,0,0,0,0
full bar,3,0,0,0,0,0,0
glasses,3,0,0,0,0,0,0
gluten free,3,0,0,0,0,0,0
good food,3,0,0,0,0,0,0
great bartenders,3,0,0,0,0,0,0
great drink specials,3,0,0,0,0,0,0
great staff,3,0,0,0,0,0,0
guiness,3,1,1,0,0,0,0
hiphop,3,0,0,0,0,0,1
history,3,0,0,0,0,0,0
hockey,3,1,1,0,0,0,0
hotel bar,3,0,0,0,0,0,0
house,3,0,0,0,0,0,1
jersey shore,3,0,0,0,0,0,0
lgbt,3,0,0,1,0,0,1
luckymag,3,0,0,0,0,0,0
mac & cheese,3,0,0,0,0,0,0
martinis,3,0,0,0,0,1,1
microbrews,3,0,0,0,0,0,0
midtown,3,0,0,0,0,0,0
models,3,0,0,0,0,2,2
moscow mule,3,0,0,0,0,0,0
movies,3,0,0,0,0,0,0
ms. pac-man,3,0,0,0,0,0,0
mussels,3,0,0,0,0,0,0
neighborhood bar,3,0,0,0,1,0,0
new york city,3,0,0,0,0,0,0
open late,3,0,0,0,1,0,1
overpriced,3,0,0,0,0,1,1
penthouse,3,0,0,0,0,2,1
people vip,3,0,0,0,0,2,0
perry ellis,3,0,0,0,0,0,0
piano bar,3,0,0,0,0,0,0
pitchers,3,0,0,0,0,0,0
polo dobkin,3,0,0,0,0,0,0
pool tables,3,0,0,0,0,0,0
poor decisions,3,0,0,0,0,0,0
pretzel,3,0,0,0,0,0,0
private room,3,0,0,0,0,1,0
prix fixe,3,0,0,0,0,0,0
puma,3,0,0,0,0,0,0
punk bar,3,0,0,1,1,0,0
salsa,3,0,0,0,0,0,0
sexy,3,0,0,0,0,0,1
shuffleboard,3,0,0,0,0,0,0
small plates,3,0,0,0,0,0,0
smoking patio,3,0,0,0,0,0,0
soho,3,0,0,0,0,1,0
southern,3,0,0,0,0,0,0
specials,3,0,0,0,0,0,0
syracuse,3,0,0,0,0,0,0
tacos,3,0,0,0,0,0,0
techno,3,0,0,0,0,0,1
theatre,3,0,0,0,0,0,0
today show,3,0,0,0,0,0,0
turnred,3,0,0,0,0,0,0
vh1,3,0,0,0,0,0,0
waffle fries,3,0,0,0,0,0,0
west village,3,1,1,0,0,0,0
wvu alumni,3,0,0,0,0,0,0
yuppies,3,2,1,0,0,0,0
zagat rated,3,0,0,0,0,1,0
